,ID_SKU_VENTA,DESCR_CENDIST,DELTA
692,1018,COYHAIQUE,0
693,1018,CURAUMA,2.227748507
694,1018,ILLAPEL,-0.392800664
695,1018,IQUIQUE,2.283579262
696,1018,LLAY LLAY,-2.322622004
697,1018,LOS ANGELES,-0.786310232
698,1018,OSORNO,-1.336401963
699,1018,OVALLE,-0.389460038
700,1018,PUERTO MONTT,0.341435082
701,1018,RANCAGUA,-2.517443874
702,1018,SANTIAGO SUR,2.211731916
703,1018,TALCA,4.44E-16
704,1018,TALCAHUANO,1.507402103
705,1018,TEMUCO,-4.44E-16
706,1018,VALDIVIA,1.134611817
707,1034,ANTOFAGASTA,0.139053243
708,1034,ARICA,-0.014148613
709,1034,CALAMA,-0.218955969
710,1034,CASTRO,-0.031484422
711,1034,CHILLAN,-2.673920665
712,1034,COPIAPO,0
713,1034,COQUIMBO,0.419514895
714,1034,CURAUMA,2.79204662
715,1034,ILLAPEL,-0.339677492
716,1034,IQUIQUE,0.000724888
717,1034,LLAY LLAY,-2.863484956
718,1034,LOS ANGELES,-2.645223168
719,1034,OSORNO,-0.427414187
720,1034,OVALLE,-0.561080695
721,1034,PUERTO MONTT,0.004435218
722,1034,RANCAGUA,-3.158461127
723,1034,SANTIAGO SUR,2.898472912
724,1034,TALCA,8.88E-16
725,1034,TALCAHUANO,4.423640774
726,1034,TEMUCO,0
727,1034,VALDIVIA,0.301198514
728,1036,ANTOFAGASTA,1.015952198
729,1036,CALAMA,-1.162486446
730,1036,CHILLAN,-3.072810702
731,1036,COPIAPO,0
732,1036,COQUIMBO,1.675195068
733,1036,CURAUMA,9.995773917
734,1036,ILLAPEL,-0.882065915
735,1036,IQUIQUE,0
736,1036,LLAY LLAY,-9.720299894
737,1036,LOS ANGELES,-2.803437803
738,1036,OSORNO,-0.208846051
739,1036,OVALLE,-1.934508841
740,1036,PUERTO MONTT,0
741,1036,RANCAGUA,-6.195354317
742,1036,SANTIAGO SUR,5.58056652
743,1036,TALCA,3.55E-15
